ip,round,value,rel
10.42.0.116,6738,7.960968696952281,1.0
10.42.0.116,6823,7.942603983422931,1.0
10.42.0.116,6909,8.312414620248935,1.0
10.42.0.116,6996,8.12339823244538,1.0
10.42.0.116,7069,7.978546830850104,1.0
10.42.0.116,7134,7.91515737417949,1.0
10.42.0.116,7198,7.906919886445539,1.0
10.42.0.116,7267,8.479889651923687,1.0
10.42.0.116,7356,8.00863667061417,1.0
10.42.0.116,7441,8.165564430259579,1.0
10.42.0.116,7527,7.921944120672999,1.0
10.42.0.116,7616,8.119291216272938,1.0
10.42.0.116,7701,8.569031785602906,1.0
10.42.0.116,7788,8.259231668903409,1.0
10.42.0.116,7874,8.565445325821019,1.0
10.42.0.116,7960,8.242111613243617,1.0
10.42.0.116,8046,8.182256866935615,1.0
10.42.0.116,8125,8.134106757983629,1.0
10.42.0.116,8188,7.856245356918622,1.0
10.42.0.116,8248,8.032814183878319,1.0
10.42.0.116,8314,8.105014713703124,1.0
10.42.0.116,8400,8.065877032657067,1.0
10.42.0.116,8488,9.098366448608672,1.0
10.42.0.116,8576,8.922702215569004,1.0
10.42.0.116,8665,9.083328571819527,1.0
10.42.0.116,8752,9.120307416428638,1.0
10.42.0.116,8838,9.161441963300199,1.0
10.42.0.116,8919,9.120936565171839,1.0
10.42.0.116,9005,9.295575649969807,1.0
10.42.0.116,9092,9.271975259599229,1.0
10.42.0.116,9177,9.282762458901702,1.0
10.42.0.116,9237,9.317091678685086,1.0
10.42.0.118,4792,12.558340415695705,1.0
10.42.0.118,4874,7.932181039897968,1.0
10.42.0.118,4957,7.8836383204147005,1.0
10.42.0.118,5042,8.016663540443817,1.0
10.42.0.118,5112,7.856516319212408,1.0
10.42.0.118,5171,7.8810657023015525,1.0
10.42.0.118,5234,7.928686847527639,1.0
10.42.0.118,5301,7.952865144394935,1.0
10.42.0.118,5384,7.88637065569531,1.0
10.42.0.118,5464,7.858157933554116,1.0
10.42.0.118,5543,11.874730645417767,1.0
10.42.0.118,5621,7.882273891835936,1.0
10.42.0.118,5702,7.777955415837636,1.0
10.42.0.118,5785,7.978553494622161,1.0
10.42.0.118,5869,7.844714043449072,1.0
10.42.0.118,5952,8.173827911351232,1.0
10.42.0.118,6037,8.042846480321082,1.0
10.42.0.118,6114,8.127062593413056,1.0
10.42.0.118,6172,8.251358587015627,1.0
10.42.0.118,6234,8.250236034094216,1.0
10.42.0.118,6293,12.680947236581064,1.0
10.42.0.118,6376,8.125481586381138,1.0
10.42.0.118,6456,8.182620294127844,1.0
10.42.0.118,6536,8.635590980723615,1.0
10.42.0.118,6615,8.236997413846067,1.0
10.42.0.118,6694,8.261819477066803,1.0
10.42.0.118,6776,8.084563926893702,1.0
10.42.0.118,6862,8.05740451197644,1.0
10.42.0.118,6946,7.831044890288667,1.0
10.42.0.118,7028,7.99451788703615,1.0
10.42.0.118,7107,14.013918421144503,1.0
10.42.0.118,7169,8.31240318464867,1.0
10.42.0.118,7228,8.081567324816158,1.0
10.42.0.118,7295,8.070507243356666,1.0
10.42.0.118,7375,8.525861611216994,1.0
10.42.0.118,7457,8.301492837347045,1.0
10.42.0.118,7539,8.332006465353759,1.0
10.42.0.118,7619,8.184575265562694,1.0
10.42.0.118,7698,8.34889428704121,1.0
10.42.0.118,7780,8.386616782426083,1.0
10.42.0.118,7862,11.460929596647986,1.0
10.42.0.118,7947,8.454800444335255,1.0
10.42.0.118,8030,8.451580261047352,1.0
10.42.0.118,8112,8.749503791060986,1.0
10.42.0.118,8173,8.537744342639762,1.0
10.42.0.118,8239,8.493080243888892,1.0
10.42.0.118,8302,8.576447234314003,1.0
10.42.0.118,8381,8.771493851503573,1.0
10.42.0.118,8461,8.701054659642733,1.0
10.42.0.118,8541,8.799124970125378,1.0
10.42.0.118,8621,11.223797642323946,1.0
10.42.0.118,8704,8.803568761489487,1.0
10.42.0.118,8787,8.900698180839818,1.0
10.42.0.118,8871,9.091161341435589,1.0
10.42.0.118,8956,8.936479583847408,1.0
10.42.0.118,9040,8.963896176223981,1.0
10.42.0.118,9125,8.75953953022691,1.0
10.42.0.118,9190,8.922976630318914,1.0
10.42.0.118,9252,8.946735687266635,1.0
10.42.0.118,9311,8.928366179123637,1.0
10.42.0.119,4759,7.911868997876784,1.0
10.42.0.119,4825,7.784321800369378,1.0
10.42.0.119,4896,7.783442007220351,1.0
10.42.0.119,4976,7.881852699066647,1.0
10.42.0.119,5057,7.854193093535736,1.0
10.42.0.119,5138,7.807011909919356,1.0
10.42.0.119,5219,8.220970885775012,1.0
10.42.0.119,5302,7.901517928025527,1.0
10.42.0.119,5387,7.898354553023829,1.0
10.42.0.119,5470,8.210847828887363,1.0
10.42.0.119,5553,6.464652144000746,1.0
10.42.0.119,5639,8.331212448711126,1.0
10.42.0.119,5708,8.14484359037166,1.0
10.42.0.119,5772,8.236942594672264,1.0
10.42.0.119,5838,8.295117016007627,1.0
10.42.0.119,5905,8.334498682618387,1.0
10.42.0.119,5985,7.938070792296552,1.0
10.42.0.119,6066,8.253205254361685,1.0
10.42.0.119,6144,8.084011303032831,1.0
10.42.0.119,6227,8.158630122653115,1.0
10.42.0.119,6309,6.674499788657465,1.0
10.42.0.119,6394,8.254912476472047,1.0
10.42.0.119,6477,8.21304844924788,1.0
10.42.0.119,6561,8.08127599355097,1.0
10.42.0.119,6645,8.016094400455732,1.0
10.42.0.119,6722,7.770918406695633,1.0
10.42.0.119,6785,7.942969336665944,1.0
10.42.0.119,6848,7.9423376570222715,1.0
10.42.0.119,6909,8.004352216197491,1.0
10.42.0.119,6988,8.051004043824024,1.0
10.42.0.119,7070,7.005317382558297,1.0
10.42.0.119,7153,8.256673426739395,1.0
10.42.0.119,7234,8.381810269521562,1.0
10.42.0.119,7318,8.452032420315321,1.0
10.42.0.119,7404,8.380561513581691,1.0
10.42.0.119,7487,8.36401105421373,1.0
10.42.0.119,7570,8.644626407365557,1.0
10.42.0.119,7654,8.360084705440702,1.0
10.42.0.119,7735,8.364858434958379,1.0
10.42.0.119,7799,8.369686162990904,1.0
10.42.0.119,7860,6.414344621736571,1.0
10.42.0.119,7924,8.95558176609772,1.0
10.42.0.119,8003,8.61423029731574,1.0
10.42.0.119,8082,8.624197164766302,1.0
10.42.0.119,8163,8.556021465120999,1.0
10.42.0.119,8242,8.663934787617645,1.0
10.42.0.119,8324,8.692291766989147,1.0
10.42.0.119,8406,8.90616812903857,1.0
10.42.0.119,8492,8.725123723547693,1.0
10.42.0.119,8578,8.850435854560889,1.0
10.42.0.119,8661,7.842389761493417,1.0
10.42.0.119,8746,9.057483421642223,1.0
10.42.0.119,8815,9.13775597294236,1.0
10.42.0.119,8875,9.162451177286458,1.0
10.42.0.119,8937,9.148396780655428,1.0
10.42.0.119,9012,9.043141235572017,1.0
10.42.0.119,9092,9.10447696263594,1.0
